Disease,variable,Symptom
Common Cold,Symptom_12,runny_nose
Common Cold,Symptom_12,runny_nose
Hypothyroidism,Symptom_12,irritability
Hypothyroidism,Symptom_12,irritability
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypoglycemia,Symptom_12,palpitations
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,muscle_pain
Dengue,Symptom_12,malaise
Dengue,Symptom_12,malaise
Dengue,Symptom_12,malaise
Dengue,Symptom_12,muscle_pain
Dengue,Symptom_12,muscle_pain
Dengue,Symptom_12,muscle_pain
Dengue,Symptom_12,muscle_pain
Dengue,Symptom_12,muscle_pain
Dengue,Symptom_12,muscle_pain
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,stomach_bleeding
Hepatitis E,Symptom_12,coma
Hepatitis E,Symptom_12,coma
Hepatitis E,Symptom_12,stomach_bleeding
Hepatitis E,Symptom_12,stomach_bleeding
Hepatitis E,Symptom_12,stomach_bleeding
Hepatitis E,Symptom_12,stomach_bleeding
Hepatitis E,Symptom_12,stomach_bleeding
Hepatitis E,Symptom_12,stomach_bleeding
Hepatitis E,Symptom_12,stomach_bleeding
Tuberculosis,Symptom_12,swelled_lymph_nodes
Tuberculosis,Symptom_12,swelled_lymph_nodes
Tuberculosis,Symptom_12,malaise
Tuberculosis,Symptom_12,malaise
Tuberculosis,Symptom_12,malaise
Tuberculosis,Symptom_12,malaise
Tuberculosis,Symptom_12,malaise
Tuberculosis,Symptom_12,malaise
Tuberculosis,Symptom_12,malaise
Tuberculosis,Symptom_12,malaise
Common Cold,Symptom_12,sinus_pressure
Common Cold,Symptom_12,sinus_pressure
Common Cold,Symptom_12,runny_nose
Common Cold,Symptom_12,runny_nose
Common Cold,Symptom_12,runny_nose
Common Cold,Symptom_12,runny_nose
Common Cold,Symptom_12,runny_nose
Common Cold,Symptom_12,runny_nose
Common Cold,Symptom_12,runny_nose
Common Cold,Symptom_12,runny_nose
Hypothyroidism,Symptom_12,irritability
Hypothyroidism,Symptom_12,irritability
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypothyroidism,Symptom_12,abnormal_menstruation
Hypoglycemia,Symptom_12,palpitations
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_12,malaise
Hepatitis B,Symptom_12,receiving_unsterile_injections
Hepatitis E,Symptom_12,coma
Tuberculosis,Symptom_12,swelled_lymph_nodes
Common Cold,Symptom_12,sinus_pressure
Hypothyroidism,Symptom_12,irritability
Hypoglycemia,Symptom_12,palpitations
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Hepatitis E,Symptom_13,stomach_bleeding
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Hypothyroidism,Symptom_13,abnormal_menstruation
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Hepatitis E,Symptom_13,stomach_bleeding
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Hypothyroidism,Symptom_13,abnormal_menstruation
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Hepatitis E,Symptom_13,stomach_bleeding
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Hypothyroidism,Symptom_13,abnormal_menstruation
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Hepatitis E,Symptom_13,stomach_bleeding
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Hypothyroidism,Symptom_13,abnormal_menstruation
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Hepatitis E,Symptom_13,stomach_bleeding
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Hypothyroidism,Symptom_13,abnormal_menstruation
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,muscle_pain
Dengue,Symptom_13,red_spots_over_body
